Timestamp,Matched_Longitude,Matched_Latitude
2024-09-02T16:40:24.817Z,73.25490868927392,22.296308578149667
2024-09-02T16:41:35.279Z,73.25530210340649,22.29619956036564
2024-09-02T16:41:51.725Z,73.25565554060928,22.296104850211353
2024-09-02T16:42:08.612Z,73.25613244975348,22.295978560029972
2024-09-02T16:42:30.481Z,73.25626935363333,22.295942306550607
2024-09-02T16:42:42.446Z,73.2565972017594,22.295862474986297
2024-09-02T16:42:57.665Z,73.25690944471384,22.29579159969964
2024-09-02T16:43:11.456Z,73.25721053828963,22.29572535517676
2024-09-02T16:43:28.666Z,73.25751576564507,22.295653671661764
2024-09-02T16:43:41.274Z,73.2578622409931,22.29556458255429
2024-09-02T16:43:54.544Z,73.25815338379681,22.295531126314124
2024-09-02T16:44:07.984Z,73.25843963960119,22.295440177840856
2024-09-02T16:44:28.756Z,73.25868540177265,22.295378968567288
2024-09-02T16:44:44.510Z,73.25891609730192,22.295321526221002
2024-09-02T16:45:40.512Z,73.2593084517478,22.295224303994626
2024-09-02T16:45:50.473Z,73.25974404505206,22.295117466144138
2024-09-02T16:46:01.453Z,73.26015358668776,22.29501701797926
2024-09-02T16:46:14.524Z,73.26055256191951,22.294919161433388
2024-09-02T16:46:28.103Z,73.26101087334744,22.294806751514923
2024-09-02T16:46:38.671Z,73.26142935747686,22.294706561711678
2024-09-02T16:46:50.628Z,73.26190521259336,22.29459416458921
2024-09-02T16:47:24.558Z,73.26235896359628,22.294483889503876
2024-09-02T16:47:35.912Z,73.26276636691895,22.294384878293144
2024-09-02T16:47:47.281Z,73.263204414659,22.294278419571068
2024-09-02T16:47:58.983Z,73.26362236006557,22.294176648796387
2024-09-02T16:48:13.725Z,73.26401094520021,22.294078286952196
2024-09-02T16:48:28.568Z,73.26455908707855,22.293954538183815
2024-09-02T16:48:37.875Z,73.26499029815257,22.293861051784848
2024-09-02T16:48:50.438Z,73.26539867097101,22.293764467638972
2024-09-02T16:49:01.306Z,73.26579335175845,22.29366668743681
2024-09-02T16:49:13.196Z,73.26622709275959,22.293588426262442
2024-09-02T16:49:26.298Z,73.2666579631256,22.293460869487504
2024-09-02T16:49:36.086Z,73.26705468371725,22.293377406357422
2024-09-02T16:49:47.378Z,73.26747134841682,22.293289747333024
2024-09-02T16:50:01.364Z,73.26791476567705,22.293196460033975
2024-09-02T16:50:11.734Z,73.26835955944556,22.293035967234797
2024-09-02T16:50:22.230Z,73.26880366318366,22.292941448608087
2024-09-02T16:50:34.160Z,73.26922556527485,22.292851655159293
2024-09-02T16:50:43.182Z,73.2697203876078,22.292746342090826
2024-09-02T16:50:52.707Z,73.27014549266036,22.292727153775846
2024-09-02T16:52:26.175Z,73.2711406020091,22.29262239506608
2024-09-02T16:52:37.646Z,73.27176946553405,22.29259371996883
2024-09-02T16:52:45.793Z,73.27236148422907,22.292570908130347
2024-09-02T16:52:55.862Z,73.27287094600703,22.292551267877545
